id,ubicacion,cifra,contexto,fuente_archivo,metodo_calculo,fecha_corte,estado,notas
muni-jonacatepec-002,Ficha municipal Jonacatepec de Leandro Valle,260,Total delitos 2025 Jonacatepec de Leandro Valle,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Jonacatepec de Leandro Valle columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-jonacatepec-003,Ficha municipal Jonacatepec de Leandro Valle,+5.7%,Variación AxA total delitos Jonacatepec de Leandro Valle,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (260-246)/246*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-mazatepec-001,Ficha municipal Mazatepec,109,Total delitos 2024 Mazatepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Mazatepec columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-mazatepec-002,Ficha municipal Mazatepec,139,Total delitos 2025 Mazatepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Mazatepec columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-mazatepec-003,Ficha municipal Mazatepec,+27.5%,Variación AxA total delitos Mazatepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (139-109)/109*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-miacatlan-001,Ficha municipal Miacatlán,172,Total delitos 2024 Miacatlán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Miacatlán columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-miacatlan-002,Ficha municipal Miacatlán,194,Total delitos 2025 Miacatlán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Miacatlán columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-miacatlan-003,Ficha municipal Miacatlán,+12.8%,Variación AxA total delitos Miacatlán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (194-172)/172*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-ocuituco-001,Ficha municipal Ocuituco,164,Total delitos 2024 Ocuituco,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Ocuituco columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-ocuituco-002,Ficha municipal Ocuituco,193,Total delitos 2025 Ocuituco,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Ocuituco columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-ocuituco-003,Ficha municipal Ocuituco,+17.7%,Variación AxA total delitos Ocuituco,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (193-164)/164*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-puente_de_ixtla-001,Ficha municipal Puente de Ixtla,697,Total delitos 2024 Puente de Ixtla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Puente de Ixtla columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-puente_de_ixtla-002,Ficha municipal Puente de Ixtla,822,Total delitos 2025 Puente de Ixtla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Puente de Ixtla columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-puente_de_ixtla-003,Ficha municipal Puente de Ixtla,+17.9%,Variación AxA total delitos Puente de Ixtla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (822-697)/697*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-temixco-001,Ficha municipal Temixco,2561,Total delitos 2024 Temixco,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Temixco columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-temixco-002,Ficha municipal Temixco,2477,Total delitos 2025 Temixco,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Temixco columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-temixco-003,Ficha municipal Temixco,-3.3%,Variación AxA total delitos Temixco,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (2477-2561)/2561*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-temoac-001,Ficha municipal Temoac,284,Total delitos 2024 Temoac,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Temoac columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-temoac-002,Ficha municipal Temoac,240,Total delitos 2025 Temoac,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Temoac columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-temoac-003,Ficha municipal Temoac,-15.5%,Variación AxA total delitos Temoac,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (240-284)/284*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tepalcingo-001,Ficha municipal Tepalcingo,173,Total delitos 2024 Tepalcingo,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tepalcingo columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tepalcingo-002,Ficha municipal Tepalcingo,142,Total delitos 2025 Tepalcingo,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tepalcingo columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tepalcingo-003,Ficha municipal Tepalcingo,-17.9%,Variación AxA total delitos Tepalcingo,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (142-173)/173*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tepoztlan-001,Ficha municipal Tepoztlán,1008,Total delitos 2024 Tepoztlán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tepoztlán columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tepoztlan-002,Ficha municipal Tepoztlán,1101,Total delitos 2025 Tepoztlán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tepoztlán columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tepoztlan-003,Ficha municipal Tepoztlán,+9.2%,Variación AxA total delitos Tepoztlán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (1101-1008)/1008*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tetecala-001,Ficha municipal Tetecala,253,Total delitos 2024 Tetecala,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tetecala columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tetecala-002,Ficha municipal Tetecala,252,Total delitos 2025 Tetecala,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tetecala columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tetecala-003,Ficha municipal Tetecala,-0.4%,Variación AxA total delitos Tetecala,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (252-253)/253*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tetela_volcan-001,Ficha municipal Tetela del Volcán,105,Total delitos 2024 Tetela del Volcán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tetela del Volcán columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tetela_volcan-002,Ficha municipal Tetela del Volcán,92,Total delitos 2025 Tetela del Volcán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tetela del Volcán columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tetela_volcan-003,Ficha municipal Tetela del Volcán,-12.4%,Variación AxA total delitos Tetela del Volcán,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (92-105)/105*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlalnepantla-001,Ficha municipal Tlalnepantla,81,Total delitos 2024 Tlalnepantla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlalnepantla columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlalnepantla-002,Ficha municipal Tlalnepantla,88,Total delitos 2025 Tlalnepantla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlalnepantla columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlalnepantla-003,Ficha municipal Tlalnepantla,+8.6%,Variación AxA total delitos Tlalnepantla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (88-81)/81*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlaltizapan-001,Ficha municipal Tlaltizapán de Zapata,557,Total delitos 2024 Tlaltizapán de Zapata,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlaltizapán de Zapata columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlaltizapan-002,Ficha municipal Tlaltizapán de Zapata,671,Total delitos 2025 Tlaltizapán de Zapata,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlaltizapán de Zapata columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlaltizapan-003,Ficha municipal Tlaltizapán de Zapata,+20.5%,Variación AxA total delitos Tlaltizapán de Zapata,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (671-557)/557*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlaquiltenango-001,Ficha municipal Tlaquiltenango,254,Total delitos 2024 Tlaquiltenango,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlaquiltenango columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlaquiltenango-002,Ficha municipal Tlaquiltenango,339,Total delitos 2025 Tlaquiltenango,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlaquiltenango columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlaquiltenango-003,Ficha municipal Tlaquiltenango,+33.5%,Variación AxA total delitos Tlaquiltenango,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (339-254)/254*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlayacapan-001,Ficha municipal Tlayacapan,400,Total delitos 2024 Tlayacapan,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlayacapan columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlayacapan-002,Ficha municipal Tlayacapan,325,Total delitos 2025 Tlayacapan,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Tlayacapan columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-tlayacapan-003,Ficha municipal Tlayacapan,-18.8%,Variación AxA total delitos Tlayacapan,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (325-400)/400*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-totolapan-001,Ficha municipal Totolapan,128,Total delitos 2024 Totolapan,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Totolapan columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-totolapan-002,Ficha municipal Totolapan,116,Total delitos 2025 Totolapan,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Totolapan columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-totolapan-003,Ficha municipal Totolapan,-9.4%,Variación AxA total delitos Totolapan,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (116-128)/128*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-xochitepec-001,Ficha municipal Xochitepec,1704,Total delitos 2024 Xochitepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Xochitepec columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-xochitepec-002,Ficha municipal Xochitepec,1455,Total delitos 2025 Xochitepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Xochitepec columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-xochitepec-003,Ficha municipal Xochitepec,-14.6%,Variación AxA total delitos Xochitepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (1455-1704)/1704*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-xoxocotla-001,Ficha municipal Xoxocotla,236,Total delitos 2024 Xoxocotla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Xoxocotla columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-xoxocotla-002,Ficha municipal Xoxocotla,178,Total delitos 2025 Xoxocotla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Xoxocotla columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-xoxocotla-003,Ficha municipal Xoxocotla,-24.6%,Variación AxA total delitos Xoxocotla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (178-236)/236*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-yautepec-001,Ficha municipal Yautepec,2455,Total delitos 2024 Yautepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Yautepec columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-yautepec-002,Ficha municipal Yautepec,2440,Total delitos 2025 Yautepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Yautepec columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-yautepec-003,Ficha municipal Yautepec,-0.6%,Variación AxA total delitos Yautepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (2440-2455)/2455*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-yecapixtla-001,Ficha municipal Yecapixtla,756,Total delitos 2024 Yecapixtla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Yecapixtla columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-yecapixtla-002,Ficha municipal Yecapixtla,833,Total delitos 2025 Yecapixtla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Yecapixtla columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-yecapixtla-003,Ficha municipal Yecapixtla,+10.2%,Variación AxA total delitos Yecapixtla,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (833-756)/756*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-zacatepec-001,Ficha municipal Zacatepec,432,Total delitos 2024 Zacatepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Zacatepec columna año=2024 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-zacatepec-002,Ficha municipal Zacatepec,486,Total delitos 2025 Zacatepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,Hoja 'CuboMunicipal' fila municipio=Zacatepec columna año=2025 (suma todos delitos),2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
muni-zacatepec-003,Ficha municipal Zacatepec,+12.5%,Variación AxA total delitos Zacatepec,EXCEL - SEGURIDAD MORELOS/TablaDinámica-Municipal Delitos - DICIEMBRE 2025-corteFebrero2026.xlsx,(2025-2024)/2024*100 = (486-432)/432*100,2026-02,VERIFICADO,Auditoría Fase B municipal · cruzado vs HTML dashboard
